,make,model,model_yr,body_style,vehicle_type,drive_train,production_release,vehicle_class,body_frame,num_of_seating,seat_loc,seat_loc_comments,min_gross_weight,max_gross_weight,upper_belt_anchorage,upper_belt_anchorage_loc,seat_belt_pretensioner,seat_belt_pretensioner_loc,load_limiters,load_limiters_loc,frnt_belt_indicator,frnt_belt_loc,rear_belt_indicator,latch_rear_position,head_sab,head_sab_type,head_sab_loc,head_sab_mount_loc,head_sab_meet_requirements,head_sab_deploy_in_rollover,torso_sab,torso_sab_type,torso_sab_loc,torso_sab_mount_loc,knee_bolsters,knee_bolsters_loc,adl,head_restraint_ind,dynamic_head_restraint_ind,beti,blind_spot_detection,day_run_lights,adaptive_cruise_control,abs,ars,ars_loc,auto_crash_notification,crash_data_recorder,anti_theft_device,anti_theft_device_type,frnt_collision_warning,nhtsa_frnt_collision_warning,nhtsa_fcw_evaluation,lane_departure_warning,nhtsa_lane_departure_warning,nhtsa_ldw_evaluation,crash_imminent_brake,nhtsa_crash_imminent_brake,nhtsa_cib_evaluation,dynamic_brake_support,nhtsa_dynamic_brake_support,nhtsa_dbs_evaluation,nhtsa_esc,pelvis_sab,pelvis_sab_type,pelvis_sab_loc,pelvis_sab_mount_loc,overall_stars,frnt_test_no,frnt_vin,frnt_driv_stars,frnt_pass_stars,frnt_safety_concern_driv,frnt_safety_concern_pass,frnt_foot_notes,frnt_foot_notes_pass,overall_frnt_stars,curb_weight,frnt_tested_with,hic15_driv,chest_defl_driv,left_femur_driv,right_femur_driv,nij_driv,neck_tens_driv,net_comp_driv,hic15_pass,chest_defl_pass,left_femur_pass,right_femur_pass,nij_pass,neck_tens_pass,net_comp_pass,side_test_no,side_vin,side_driv_stars,side_pass_stars,side_barrier_star,comb_frnt_star,comb_rear_star,side_safety_concern_driv,side_safety_concern_pass,side_foot_notes,side_foot_notes_pass,overall_side_stars,side_tested_with,side_hic_36_driv,rib_deflection_driv,abdomen_force_driv,symphysis_force_driv,side_hic_36_pass,pelvic_force_pass,pole_test_no,pole_vin,side_pole_stars,pole_safety_concern,pole_foot_notes,pole_tested_with,pole_hic_36_driv,pelvic_force,rollover_possibility,static_stabi_factor,tip,roll_safety_concern,roll_foot_notes,rollover_stars,nhtsa_backup_camera,backup_camera
1366,VOLVO,EX90,2025,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,7470.0,7470.0,Standard,"1,3,4,6",Standard,"1,3,4,5,6,7,9",Standard,"1,3,4,5,6",,"1,3,4,5,6,7,9",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,15543.0,7JDEV3VL9SG000950,5.0,5.0,,,,,5.0,6072.0,"FRONTAL AIRBAG,KNEE AIR BAG",138.995,19.831,1653.55,812.632,0.21,959.545,495.205,127.729,17.236,1558.71,1251.04,0.23,693.517,187.801,15545.0,7JDE23VL0SG001767,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.782,18.485,554.024,857.155,57.018,2466.26,15549.0,7JDE23KLXSG001439,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",275.632,3012.64,0.109,1.41,No Tip,,,4.0,,
1367,VOLVO,S60 B5,2025,4 DR,PC,AWD,1,, ,5,"1,3,4,5,6", ,4915.0,5070.0,Standard,"1,3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,5,6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,11047.0,7JRA22TKXLG044902,5.0,4.0,,,,,4.0,3951.0,"FRONTAL AIR BAG,KNEE AIR BAG",192.189,23.761,1755.81,2304.628,0.26,838.76,280.534,313.916,16.805,1603.194,2370.867,0.3,649.595,508.426,11046.0,7JR102FK4LG043911,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",102.84,23.303,864.467,941.071,270.842,2557.844,11045.0,7JR102FK1LG048418,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",319.052,2181.066,0.099,1.46,No Tip,,,5.0,,
1368,VOLVO,S60 B5,2025,4 DR,PC,FWD,1,, ,5,"1,3,4,5,6", ,4915.0,5070.0,Standard,"1,3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,5,6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,11047.0,7JRA22TKXLG044902,5.0,4.0,,,,,4.0,3951.0,"FRONTAL AIR BAG,KNEE AIR BAG",192.189,23.761,1755.81,2304.628,0.26,838.76,280.534,313.916,16.805,1603.194,2370.867,0.3,649.595,508.426,11046.0,7JR102FK4LG043911,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",102.84,23.303,864.467,941.071,270.842,2557.844,11045.0,7JR102FK1LG048418,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",319.052,2181.066,0.099,1.46,No Tip,,,5.0,,
1376,VOLVO,XC60 B5,2025,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5290.0,5400.0,Standard,"1,3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,5,6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,10977.0,YV4102RK4L1488417,5.0,5.0,,,,,5.0,4140.0,"FRONTAL AIR BAG,KNEE AIR BAG",125.29,18.32,2175.704,2092.514,0.22,879.298,68.246,177.567,12.294,1461.406,1562.176,0.28,795.528,242.929,10978.0,YV4102DK1L1458735,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",72.51,17.016,559.852,846.262,185.119,4031.615,10980.0,YV4102DK1L1504211,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",237.287,1825.336,0.147,1.28,No Tip,,,4.0,,
1379,VOLVO,XC90 B5,2025,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,6030.0,6150.0,Standard,"1,3,4,6",Standard,"1,3,4,5,6,7,9",Standard,"1,3,4,5,6",,"1,3,4,5,6,7,9",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,9557.0,YV4A22PK4G1031836,5.0,5.0,,,,,5.0,4609.0,"FRONTAL AIR BAG,KNEE AIR BAG",137.269,22.719,2524.472,2804.841,0.27,1119.386,78.352,216.808,10.655,1701.907,1483.73,0.31,788.134,112.359,9560.0,YV4A22PK7G1031099,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",51.242,18.944,678.742,1132.792,93.653,2704.689,9559.0,YV4A22PK7G1032642,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",209.439,1702.932,0.179,1.21,No Tip,,,4.0,,
1380,VOLVO,XC90 B6,2025,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,6030.0,6150.0,Standard,"1,3,4,6",Standard,"1,3,4,5,6,7,9",Standard,"1,3,4,5,6",,"1,3,4,5,6,7,9",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,9557.0,YV4A22PK4G1031836,5.0,5.0,,,,,5.0,4609.0,"FRONTAL AIR BAG,KNEE AIR BAG",137.269,22.719,2524.472,2804.841,0.27,1119.386,78.352,216.808,10.655,1701.907,1483.73,0.31,788.134,112.359,9560.0,YV4A22PK7G1031099,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",51.242,18.944,678.742,1132.792,93.653,2704.689,9559.0,YV4A22PK7G1032642,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",209.439,1702.932,0.179,1.21,No Tip,,,4.0,,
1381,VOLVO,XC90 T8 PLUG-IN HYBRID,2025,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9", ,6330.0,6500.0,Standard,"1,3,4,6",Standard,"1,3,4,5,6,7,9",Standard,"1,3,4,5,6",,"1,3,4,5,6,7,9",,"4,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,1,,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,9696.0,YV4BC0PL0G1074794,5.0,5.0,,,,,5.0,5091.0,"FRONTAL AIR BAG,KNEE AIR BAG",120.56,24.75,2353.366,2708.156,0.27,871.848,58.921,180.746,12.796,1467.661,1255.283,0.23,678.404,102.736,9697.0,YV4BC0PL8G1066023,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",45.339,19.073,594.06,940.233,91.098,2676.565,9698.0,YV4BC0PL9G1068699,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",163.905,1464.166,0.159,1.25,No Tip,,,4.0,,
1382,ACURA,INTEGRA,2024,5 HB,PC,FWD,1,, ,5,"1, 3, 4, 5, 6",,4001.0,4078.0,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1, 3, 4, 5, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3, 4, 6", ,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1, 3, R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14258.0,19UDE4G79PA005104,5.0,5.0,,,,,5.0,3065.0,"FRONTAL AIRBAG,KNEE AIR BAG",231.16,19.752,1276.61,2553.46,0.27,847.854,85.427,328.259,14.267,1178.14,474.155,0.27,671.62,322.967,14261.0,19UDE4G71PA004819,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",144.975,23.877,1007.45,1336.93,239.345,2363.04,14260.0,19UDE4G74PA005267,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",235.989,2871.97,0.095,1.48,No Tip,,,5.0,,
1383,ACURA,INTEGRA TYPE-S,2024,5 HB,PC,FWD,1,, ,4,"1, 3, 4, 6",,3957.0,3957.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3, 4, 6",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3, 4, 6", ,Standard,"1, 3",,"1, 3, 4, 6",,,Standard, ,,,Standard,"1,3", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,0.0,,,,,,,,,2871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,1.48,No Tip,,,5.0,,
1384,ACURA,MDX,2024,SUV,MPV,AWD,1,, ,7,"1, 3, 4, 5, 6, 7, 9",,5600.0,5820.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3",,"4, 5, 6",Standard,Head Protection,"1, 3, 4, 6, 7, 9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6, 7, 9",,,Standard, ,,,Standard,"1, 3, 4, 6, R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,,11663.0,5J8YE1H30NL001570,4.0,4.0,,,,,4.0,4488.0,"FRONTAL AIR BAG,KNEE AIR BAG",243.752,23.921,2061.157,2317.652,0.29,1354.183,261.062,288.27,17.196,1744.402,2037.548,0.3,544.159,333.11,11661.0,5J8YD9H33NL006246,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",106.597,14.831,466.768,1005.993,142.448,746.635,11662.0,5J8YD9H39NL006252,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",549.43,1886.689,0.151,,No Tip,,,,,
1385,ACURA,MDX,2024,SUV,MPV,FWD,1,, ,7,"1, 3, 4, 5, 6, 7, 9",,5600.0,5820.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3",,"4, 5, 6",Standard,Head Protection,"1, 3, 4, 6, 7, 9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1, 3, 4, 5, 6, 7, 9",,,Standard, ,,,Standard,"1, 3, 4, 6, R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11663.0,5J8YE1H30NL001570,4.0,4.0,,,,,4.0,4488.0,"FRONTAL AIR BAG,KNEE AIR BAG",243.752,23.921,2061.157,2317.652,0.29,1354.183,261.062,288.27,17.196,1744.402,2037.548,0.3,544.159,333.11,11661.0,5J8YD9H33NL006246,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",106.597,14.831,466.768,1005.993,142.448,746.635,11662.0,5J8YD9H39NL006252,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",549.43,1886.689,0.151,1.27,No Tip,,,4.0,,
1386,ACURA,RDX,2024,SUV,MPV,AWD,1,, ,5,"1, 3, 4, 5, 6",,4784.0,5027.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", , , ,Standard,Torso and/or Pelvis Protection,"1, 3", , ,"1, 3",,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,10556.0,5J8TC2H31KL012420,4.0,4.0,,,,,4.0,3989.0,"FRONTAL AIR BAG,KNEE AIR BAG",300.201,27.321,1457.93,2063.174,0.26,1165.62,100.635,352.628,15.3,1611.771,1961.714,0.3,438.544,372.26,10364.0,5J8TC1H3XKL001670,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",62.71,15.514,577.103,964.576,123.639,2055.456,10365.0,5J8TC1H36KL001665,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",485.973,3130.952,0.15,1.2719,No Tip,,,4.0,,
1387,ACURA,RDX,2024,SUV,MPV,FWD,1,, ,5,"1, 3, 4, 5, 6",,4784.0,5027.0,Standard,"1, 3",Standard,"1, 3, 4, 6",Standard,"1, 3, 4, 6",,"1, 3",,"4, 6",Standard,Head Protection,"1, 3, 4, 6", , , ,Standard,Torso and/or Pelvis Protection,"1, 3", , ,"1, 3",,"1, 3, 4, 5, 6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,10556.0,5J8TC2H31KL012420,4.0,4.0,,,,,4.0,3989.0,"FRONTAL AIR BAG,KNEE AIR BAG",300.201,27.321,1457.93,2063.174,0.26,1165.62,100.635,352.628,15.3,1611.771,1961.714,0.3,438.544,372.26,10364.0,5J8TC1H3XKL001670,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",62.71,15.514,577.103,964.576,123.639,2055.456,10365.0,5J8TC1H36KL001665,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",485.973,3130.952,0.165,1.2372,No Tip,,,4.0,,
1388,ACURA,TLX,2024,4 DR,PC,AWD,1,, ,5,"1, 3, 4, 5, 6",,4806.0,5181.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11356.0,19UUB6F30MA002994,5.0,4.0,,,,,5.0,3923.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",142.903,23.954,1147.216,1187.337,0.2,778.44,126.116,358.289,15.859,1850.423,2106.368,0.32,829.421,295.286,11348.0,19UUB5F38MA001490,5.0,5.0,5.0,5.0,5.0,,,"During the side barrier test, the driver side curtain air bag was caught at the B-pillar",,5.0,,127.933,19.93,838.325,1240.908,180.623,2398.707,11353.0,19UUB5F31MA004425,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",464.256,2154.674,0.09,1.51,No Tip,,,5.0,,
1389,ACURA,TLX,2024,4 DR,PC,FWD,1,, ,5,"1, 3, 4, 5, 6",,4806.0,5181.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",,,Optional, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,11356.0,19UUB6F30MA002994,5.0,4.0,,,,,5.0,3923.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",142.903,23.954,1147.216,1187.337,0.2,778.44,126.116,358.289,15.859,1850.423,2106.368,0.32,829.421,295.286,11348.0,19UUB5F38MA001490,5.0,5.0,5.0,5.0,5.0,,,"During the side barrier test, the driver side curtain air bag was caught at the B-pillar",,5.0,,127.933,19.93,838.325,1240.908,180.623,2398.707,11353.0,19UUB5F31MA004425,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",464.256,2154.674,0.09,1.51,No Tip,,,5.0,,
1390,ACURA,ZDX,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6",,6834.0,7055.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,15182.0,4W5KHNRL4RZ502226,5.0,5.0,,,,,5.0,5760.0,"FRONTAL AIRBAG,KNEE AIR BAG",246.313,22.759,624.268,631.112,0.23,727.422,78.403,241.832,15.02,1209.47,1161.85,0.27,625.678,160.76,15181.0,4W5KHMRK6RZ500818,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",55.125,23.854,731.205,724.399,90.628,1314.45,15183.0,4W5KHMRK6RZ501497,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",402.044,2887.05,0.087,1.53,No Tip,,,5.0,,
1391,ACURA,ZDX,2024,SUV,MPV,RWD,1,, ,5,"1,3,4,5,6",,6834.0,7055.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,15182.0,4W5KHNRL4RZ502226,5.0,5.0,,,,,5.0,5760.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15181.0,4W5KHMRK6RZ500818,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15183.0,4W5KHMRK6RZ501497,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.092,1.5,No Tip,,,5.0,,
1392,ALFA,GIULIA,2024,4 DR,PC,AWD,1,, ,5,"1,3,4,5,6", ,4612.0,4723.0,Not Available,Not Available,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1393,ALFA,GIULIA,2024,4 DR,PC,RWD,1,, ,5,"1,3,4,5,6", ,4612.0,4723.0,Not Available,Not Available,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1394,ALFA,GIULIA QUADRIFOGLIO,2024,4 DR,PC,RWD,1,, ,5,"1,3,4,5,6", ,4774.0,4774.0,Not Available,Not Available,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1395,ALFA,STELVIO,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5115.0,5247.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1396,ALFA,STELVIO,2024,SUV,MPV,RWD,1,, ,5,"1,3,4,5,6", ,5115.0,5247.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1397,ALFA,STELVIO QUADRIFOGLIO,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5423.0,5423.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1398,ALFA,TONALE EAWD,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,5195.0,5335.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
